energy,total,integrate
-41.5696,0.0000,4.0000
-41.5499,0.0000,4.0000
-41.5302,0.0000,4.0000
-41.5104,0.0000,4.0000
-41.4907,0.0000,4.0000
-41.4709,0.0000,4.0000
-41.4512,0.0000,4.0000
-41.4314,0.0000,4.0000
-41.4117,0.0000,4.0000
-41.3919,0.0000,4.0000
-41.3722,0.0000,4.0000
-41.3525,0.0000,4.0000
-41.3327,0.0000,4.0000
-41.3130,0.0000,4.0000
-41.2932,0.0000,4.0000
-41.2735,0.0000,4.0000
-41.2537,0.0000,4.0000
-41.2340,0.0000,4.0000
-41.2143,0.0000,4.0000
-41.1945,0.0000,4.0000
-41.1748,0.0000,4.0000
-41.1550,0.0000,4.0000
-41.1353,0.0000,4.0000
-41.1155,0.0000,4.0000
-41.0958,0.0000,4.0000
-41.0760,0.0000,4.0000
-41.0563,0.0000,4.0000
-41.0366,0.0000,4.0000
-41.0168,0.0000,4.0000
-40.9971,0.0000,4.0000
-40.9773,0.0000,4.0000
-40.9576,0.0000,4.0000
-40.9378,0.0000,4.0000
-40.9181,0.0000,4.0000
-40.8984,0.0000,4.0000
-40.8786,0.0000,4.0000
-40.8589,0.0000,4.0000
-40.8391,0.0000,4.0000
-40.8194,0.0000,4.0000
-40.7996,0.0000,4.0000
-40.7799,0.0000,4.0000
-40.7601,0.0000,4.0000
-40.7404,0.0000,4.0000
-40.7207,0.0000,4.0000
-40.7009,0.0000,4.0000
-40.6812,0.0000,4.0000
-40.6614,0.0000,4.0000
-40.6417,0.0000,4.0000
-40.6219,0.0000,4.0000
-40.6022,0.0000,4.0000
-40.5824,0.0000,4.0000
-40.5627,0.0000,4.0000
-40.5430,0.0000,4.0000
-40.5232,0.0000,4.0000
-40.5035,0.0000,4.0000
-40.4837,0.0000,4.0000
-40.4640,0.0000,4.0000
-40.4442,0.0000,4.0000
-40.4245,0.0000,4.0000
-40.4048,0.0000,4.0000
-40.3850,0.0000,4.0000
-40.3653,0.0000,4.0000
-40.3455,0.0000,4.0000
-40.3258,0.0000,4.0000
-40.3060,0.0000,4.0000
-40.2863,0.0000,4.0000
-40.2665,0.0000,4.0000
-40.2468,0.0000,4.0000
-40.2271,0.0000,4.0000
-40.2073,0.0000,4.0000
-40.1876,0.0000,4.0000
-40.1678,0.0000,4.0000
-40.1481,0.0000,4.0000
-40.1283,0.0000,4.0000
-40.1086,0.0000,4.0000
-40.0889,0.0000,4.0000
-40.0691,0.0000,4.0000
-40.0494,0.0000,4.0000
-40.0296,0.0000,4.0000
-40.0099,0.0000,4.0000
-39.9901,0.0000,4.0000
-39.9704,0.0000,4.0000
-39.9506,0.0000,4.0000
-39.9309,0.0000,4.0000
-39.9112,0.0000,4.0000
-39.8914,0.0000,4.0000
-39.8717,0.0000,4.0000
-39.8519,0.0000,4.0000
-39.8322,0.0000,4.0000
-39.8124,0.0000,4.0000
-39.7927,0.0000,4.0000
-39.7729,0.0000,4.0000
-39.7532,0.0000,4.0000
-39.7335,0.0000,4.0000
-39.7137,0.0000,4.0000
-39.6940,0.0000,4.0000
-39.6742,0.0000,4.0000
-39.6545,0.0000,4.0000
-39.6347,0.0000,4.0000
-39.6150,0.0000,4.0000
-39.5953,0.0000,4.0000
-39.5755,0.0000,4.0000
-39.5558,0.0000,4.0000
-39.5360,0.0000,4.0000
-39.5163,0.0000,4.0000
-39.4965,0.0000,4.0000
-39.4768,0.0000,4.0000
-39.4570,0.0000,4.0000
-39.4373,0.0000,4.0000
-39.4176,0.0000,4.0000
-39.3978,0.0000,4.0000
-39.3781,0.0000,4.0000
-39.3583,0.0000,4.0000
-39.3386,0.0000,4.0000
-39.3188,0.0000,4.0000
-39.2991,0.0000,4.0000
-39.2794,0.0000,4.0000
-39.2596,0.0000,4.0000
-39.2399,0.0000,4.0000
-39.2201,0.0000,4.0000
-39.2004,0.0000,4.0000
-39.1806,0.0000,4.0000
-39.1609,0.0000,4.0000
-39.1411,0.0000,4.0000
-39.1214,0.0000,4.0000
-39.1017,0.0000,4.0000
-39.0819,0.0000,4.0000
-39.0622,0.0000,4.0000
-39.0424,0.0000,4.0000
-39.0227,0.0000,4.0000
-39.0029,0.0000,4.0000
-38.9832,0.0000,4.0000
-38.9634,0.0000,4.0000
-38.9437,0.0000,4.0000
-38.9240,0.0000,4.0000
-38.9042,0.0000,4.0000
-38.8845,0.0000,4.0000
-38.8647,0.0000,4.0000
-38.8450,0.0000,4.0000
-38.8252,0.0000,4.0000
-38.8055,0.0000,4.0000
-38.7858,0.0000,4.0000
-38.7660,0.0000,4.0000
-38.7463,0.0000,4.0000
-38.7265,0.0000,4.0000
-38.7068,0.0000,4.0000
-38.6870,0.0000,4.0000
-38.6673,0.0000,4.0000
-38.6475,0.0000,4.0000
-38.6278,0.0000,4.0000
-38.6081,0.0000,4.0000
-38.5883,0.0000,4.0000
-38.5686,0.0000,4.0000
-38.5488,0.0000,4.0000
-38.5291,0.0000,4.0000
-38.5093,0.0000,4.0000
-38.4896,0.0000,4.0000
-38.4699,0.0000,4.0000
-38.4501,0.0000,4.0000
-38.4304,0.0000,4.0000
-38.4106,0.0000,4.0000
-38.3909,0.0000,4.0000
-38.3711,0.0000,4.0000
-38.3514,0.0000,4.0000
-38.3316,0.0000,4.0000
-38.3119,0.0000,4.0000
-38.2922,0.0000,4.0000
-38.2724,0.0000,4.0000
-38.2527,0.0000,4.0000
-38.2329,0.0000,4.0000
-38.2132,0.0000,4.0000
-38.1934,0.0000,4.0000
-38.1737,0.0000,4.0000
-38.1539,0.0000,4.0000
-38.1342,0.0000,4.0000
-38.1145,0.0000,4.0000
-38.0947,0.0000,4.0000
-38.0750,0.0000,4.0000
-38.0552,0.0000,4.0000
-38.0355,0.0000,4.0000
-38.0157,0.0000,4.0000
-37.9960,0.0000,4.0000
-37.9763,0.0000,4.0000
-37.9565,0.0000,4.0000
-37.9368,0.0000,4.0000
-37.9170,0.0000,4.0000
-37.8973,0.0000,4.0000
-37.8775,0.0000,4.0000
-37.8578,0.0000,4.0000
-37.8380,0.0000,4.0000
-37.8183,0.0000,4.0000
-37.7986,0.0000,4.0000
-37.7788,0.0000,4.0000
-37.7591,0.0000,4.0000
-37.7393,0.0000,4.0000
-37.7196,0.0000,4.0000
-37.6998,0.0000,4.0000
-37.6801,0.0000,4.0000
-37.6603,0.0000,4.0000
-37.6406,0.0000,4.0000
-37.6209,0.0000,4.0000
-37.6011,0.0000,4.0000
-37.5814,0.0000,4.0000
-37.5616,0.0000,4.0000
-37.5419,0.0000,4.0000
-37.5221,0.0000,4.0000
-37.5024,0.0000,4.0000
-37.4827,0.0000,4.0000
-37.4629,0.0000,4.0000
-37.4432,0.0000,4.0000
-37.4234,0.0000,4.0000
-37.4037,0.0000,4.0000
-37.3839,0.0000,4.0000
-37.3642,0.0000,4.0000
-37.3444,0.0000,4.0000
-37.3247,0.0000,4.0000
-37.3050,0.0000,4.0000
-37.2852,0.0000,4.0000
-37.2655,0.0000,4.0000
-37.2457,0.0000,4.0000
-37.2260,0.0000,4.0000
-37.2062,0.0000,4.0000
-37.1865,0.0000,4.0000
-37.1668,0.0000,4.0000
-37.1470,0.0000,4.0000
-37.1273,0.0000,4.0000
-37.1075,0.0000,4.0000
-37.0878,0.0000,4.0000
-37.0680,0.0000,4.0000
-37.0483,0.0000,4.0000
-37.0285,0.0000,4.0000
-37.0088,0.0000,4.0000
-36.9891,0.0000,4.0000
-36.9693,0.0000,4.0000
-36.9496,0.0000,4.0000
-36.9298,0.0000,4.0000
-36.9101,0.0000,4.0000
-36.8903,0.0000,4.0000
-36.8706,0.0000,4.0000
-36.8508,0.0000,4.0000
-36.8311,0.0000,4.0000
-36.8114,0.0000,4.0000
-36.7916,0.0000,4.0000
-36.7719,0.0000,4.0000
-36.7521,0.0000,4.0000
-36.7324,0.0000,4.0000
-36.7126,0.0000,4.0000
-36.6929,0.0000,4.0000
-36.6732,0.0000,4.0000
-36.6534,0.0000,4.0000
-36.6337,0.0000,4.0000
-36.6139,0.0000,4.0000
-36.5942,0.0000,4.0000
-36.5744,0.0000,4.0000
-36.5547,0.0000,4.0000
-36.5349,0.0000,4.0000
-36.5152,0.0000,4.0000
-36.4955,0.0000,4.0000
-36.4757,0.0000,4.0000
-36.4560,0.0000,4.0000
-36.4362,0.0000,4.0000
-36.4165,0.0000,4.0000
-36.3967,0.0000,4.0000
-36.3770,0.0000,4.0000
-36.3573,0.0000,4.0000
-36.3375,0.0000,4.0000
-36.3178,0.0000,4.0000
-36.2980,0.0000,4.0000
-36.2783,0.0000,4.0000
-36.2585,0.0000,4.0000
-36.2388,0.0000,4.0000
-36.2190,0.0000,4.0000
-36.1993,0.0000,4.0000
-36.1796,0.0000,4.0000
-36.1598,0.0000,4.0000
-36.1401,0.0000,4.0000
-36.1203,0.0000,4.0000
-36.1006,0.0000,4.0000
-36.0808,0.0000,4.0000
-36.0611,0.0000,4.0000
-36.0413,0.0000,4.0000
-36.0216,0.0000,4.0000
-36.0019,0.0000,4.0000
-35.9821,0.0000,4.0000
-35.9624,0.0000,4.0000
-35.9426,0.0000,4.0000
-35.9229,0.0000,4.0000
-35.9031,0.0000,4.0000
-35.8834,0.0000,4.0000
-35.8637,0.0000,4.0000
-35.8439,0.0000,4.0000
-35.8242,0.0000,4.0000
-35.8044,0.0000,4.0000
-35.7847,0.0000,4.0000
-35.7649,0.0000,4.0000
-35.7452,0.0000,4.0000
-35.7254,0.0000,4.0000
-35.7057,0.0000,4.0000
-35.6860,0.0000,4.0000
-35.6662,0.0000,4.0000
-35.6465,0.0000,4.0000
-35.6267,0.0000,4.0000
-35.6070,0.0000,4.0000
-35.5872,0.0000,4.0000
-35.5675,0.0000,4.0000
-35.5478,0.0000,4.0000
-35.5280,0.0000,4.0000
-35.5083,0.0000,4.0000
-35.4885,0.0000,4.0000
-35.4688,0.0000,4.0000
-35.4490,0.0000,4.0000
-35.4293,0.0000,4.0000
-35.4095,0.0000,4.0000
-35.3898,0.0000,4.0000
-35.3701,0.0000,4.0000
-35.3503,0.0000,4.0000
-35.3306,0.0000,4.0000
-35.3108,0.0000,4.0000
-35.2911,0.0000,4.0000
-35.2713,0.0000,4.0000
-35.2516,0.0000,4.0000
-35.2318,0.0000,4.0000
-35.2121,0.0000,4.0000
-35.1924,0.0000,4.0000
-35.1726,0.0000,4.0000
-35.1529,0.0000,4.0000
-35.1331,0.0000,4.0000
-35.1134,0.0000,4.0000
-35.0936,0.0000,4.0000
-35.0739,0.0000,4.0000
-35.0542,0.0000,4.0000
-35.0344,0.0000,4.0000
-35.0147,0.0000,4.0000
-34.9949,0.0000,4.0000
-34.9752,0.0000,4.0000
-34.9554,0.0000,4.0000
-34.9357,0.0000,4.0000
-34.9159,0.0000,4.0000
-34.8962,0.0000,4.0000
-34.8765,0.0000,4.0000
-34.8567,0.0000,4.0000
-34.8370,0.0000,4.0000
-34.8172,0.0000,4.0000
-34.7975,0.0000,4.0000
-34.7777,0.0000,4.0000
-34.7580,0.0000,4.0000
-34.7383,0.0000,4.0000
-34.7185,0.0000,4.0000
-34.6988,0.0000,4.0000
-34.6790,0.0000,4.0000
-34.6593,0.0000,4.0000
-34.6395,0.0000,4.0000
-34.6198,0.0000,4.0000
-34.6000,0.0000,4.0000
-34.5803,0.0000,4.0000
-34.5606,0.0000,4.0000
-34.5408,0.0000,4.0000
-34.5211,0.0000,4.0000
-34.5013,0.0000,4.0000
-34.4816,0.0000,4.0000
-34.4618,0.0000,4.0000
-34.4421,0.0000,4.0000
-34.4223,0.0000,4.0000
-34.4026,0.0000,4.0000
-34.3829,0.0000,4.0000
-34.3631,0.0000,4.0000
-34.3434,0.0000,4.0000
-34.3236,0.0000,4.0000
-34.3039,0.0000,4.0000
-34.2841,0.0000,4.0000
-34.2644,0.0000,4.0000
-34.2447,0.0000,4.0000
-34.2249,0.0000,4.0000
-34.2052,0.0000,4.0000
-34.1854,0.0000,4.0000
-34.1657,0.0000,4.0000
-34.1459,0.0000,4.0000
-34.1262,0.0000,4.0000
-34.1064,0.0000,4.0000
-34.0867,0.0000,4.0000
-34.0670,0.0000,4.0000
-34.0472,0.0000,4.0000
-34.0275,0.0000,4.0000
-34.0077,0.0000,4.0000
-33.9880,0.0000,4.0000
-33.9682,0.0000,4.0000
-33.9485,0.0000,4.0000
-33.9288,0.0000,4.0000
-33.9090,0.0000,4.0000
-33.8893,0.0000,4.0000
-33.8695,0.0000,4.0000
-33.8498,0.0000,4.0000
-33.8300,0.0000,4.0000
-33.8103,0.0000,4.0000
-33.7905,0.0000,4.0000
-33.7708,0.0000,4.0000
-33.7511,0.0000,4.0000
-33.7313,0.0000,4.0000
-33.7116,0.0000,4.0000
-33.6918,0.0000,4.0000
-33.6721,0.0000,4.0000
-33.6523,0.0000,4.0000
-33.6326,0.0000,4.0000
-33.6128,0.0000,4.0000
-33.5931,0.0000,4.0000
-33.5734,0.0000,4.0000
-33.5536,0.0000,4.0000
-33.5339,0.0000,4.0000
-33.5141,0.0000,4.0000
-33.4944,0.0000,4.0000
-33.4746,0.0000,4.0000
-33.4549,0.0000,4.0000
-33.4352,0.0000,4.0000
-33.4154,0.0000,4.0000
-33.3957,0.0000,4.0000
-33.3759,0.0000,4.0000
-33.3562,0.0000,4.0000
-33.3364,0.0000,4.0000
-33.3167,0.0000,4.0000
-33.2969,0.0000,4.0000
-33.2772,0.0000,4.0000
-33.2575,0.0000,4.0000
-33.2377,0.0000,4.0000
-33.2180,0.0000,4.0000
-33.1982,0.0000,4.0000
-33.1785,0.0000,4.0000
-33.1587,0.0000,4.0000
-33.1390,0.0000,4.0000
-33.1192,0.0000,4.0000
-33.0995,0.0000,4.0000
-33.0798,0.0000,4.0000
-33.0600,0.0000,4.0000
-33.0403,0.0000,4.0000
-33.0205,0.0000,4.0000
-33.0008,0.0000,4.0000
-32.9810,0.0000,4.0000
-32.9613,0.0000,4.0000
-32.9416,0.0000,4.0000
-32.9218,0.0000,4.0000
-32.9021,0.0000,4.0000
-32.8823,0.0000,4.0000
-32.8626,0.0000,4.0000
-32.8428,0.0000,4.0000
-32.8231,0.0000,4.0000
-32.8033,0.0000,4.0000
-32.7836,0.0000,4.0000
-32.7639,0.0000,4.0000
-32.7441,0.0000,4.0000
-32.7244,0.0000,4.0000
-32.7046,0.0000,4.0000
-32.6849,0.0000,4.0000
-32.6651,0.0000,4.0000
-32.6454,0.0000,4.0000
-32.6257,0.0000,4.0000
-32.6059,0.0000,4.0000
-32.5862,0.0000,4.0000
-32.5664,0.0000,4.0000
-32.5467,0.0000,4.0000
-32.5269,0.0000,4.0000
-32.5072,0.0000,4.0000
-32.4874,0.0000,4.0000
-32.4677,0.0000,4.0000
-32.4480,0.0000,4.0000
-32.4282,0.0000,4.0000
-32.4085,0.0000,4.0000
-32.3887,0.0000,4.0000
-32.3690,0.0000,4.0000
-32.3492,0.0000,4.0000
-32.3295,0.0000,4.0000
-32.3097,0.0000,4.0000
-32.2900,0.0000,4.0000
-32.2703,0.0000,4.0000
-32.2505,0.0000,4.0000
-32.2308,0.0000,4.0000
-32.2110,0.0000,4.0000
-32.1913,0.0000,4.0000
-32.1715,0.0000,4.0000
-32.1518,0.0000,4.0000
-32.1321,0.0000,4.0000
-32.1123,0.0000,4.0000
-32.0926,0.0000,4.0000
-32.0728,0.0000,4.0000
-32.0531,0.0000,4.0000
-32.0333,0.0000,4.0000
-32.0136,0.0000,4.0000
-31.9938,0.0000,4.0000
-31.9741,0.0000,4.0000
-31.9544,0.0000,4.0000
-31.9346,0.0000,4.0000
-31.9149,0.0000,4.0000
-31.8951,0.0000,4.0000
-31.8754,0.0000,4.0000
-31.8556,0.0000,4.0000
-31.8359,0.0000,4.0000
-31.8162,0.0000,4.0000
-31.7964,0.0000,4.0000
-31.7767,0.0000,4.0000
-31.7569,0.0000,4.0000
-31.7372,0.0000,4.0000
-31.7174,0.0000,4.0000
-31.6977,0.0000,4.0000
-31.6779,0.0000,4.0000
-31.6582,0.0000,4.0000
-31.6385,0.0000,4.0000
-31.6187,0.0000,4.0000
-31.5990,0.0000,4.0000
-31.5792,0.0000,4.0000
-31.5595,0.0000,4.0000
-31.5397,0.0000,4.0000
-31.5200,0.0000,4.0000
-31.5002,0.0000,4.0000
-31.4805,0.0000,4.0000
-31.4608,0.0000,4.0000
-31.4410,0.0000,4.0000
-31.4213,0.0000,4.0000
-31.4015,0.0000,4.0000
-31.3818,0.0000,4.0000
-31.3620,0.0000,4.0000
-31.3423,0.0000,4.0000
-31.3226,0.0000,4.0000
-31.3028,0.0000,4.0000
-31.2831,0.0000,4.0000
-31.2633,0.0000,4.0000
-31.2436,0.0000,4.0000
-31.2238,0.0000,4.0000
-31.2041,0.0000,4.0000
-31.1843,0.0000,4.0000
-31.1646,0.0000,4.0000
-31.1449,0.0000,4.0000
-31.1251,0.0000,4.0000
-31.1054,0.0000,4.0000
-31.0856,0.0000,4.0000
-31.0659,0.0000,4.0000
-31.0461,0.0000,4.0000
-31.0264,0.0000,4.0000
-31.0067,0.0000,4.0000
-30.9869,0.0000,4.0000
-30.9672,0.0000,4.0000
-30.9474,0.0000,4.0000
